def,ID pers,ID,ID loan,п1,п2,п3,п4,п5,п6,п7,п8,п9,п10,п11,п12,п13,п14,п15,п16,п17,п18,п19,п20,п21,п22,п23,п24,п25,п26,п27,п28,п29,п30,п31,п32,п33,п34,п35,п36,п37,п38,п39,п40,п41,п42,п43,п44,п45,п46,п47,п48,п49,п50,п51,п52,п53,п54,п55,п56,п57,п58,п59,п60,п61,п62,п63,п64,п65,п66,
0,092TM9,86.060821.001,86-060821-1-1,Престиж,Да,Нет,24.9,3500,3500,36,36,30,2,бе,нв,1,р,б,8,1,0,сс,п,с,24,т,Нет,Нет,Нет,0,0,527.44,527.44,368.15,368.15,р,33.76,1000,ду,1141.43,1120.1,1013.3,Нет,86000,06.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,3500,Нет,Нет,23,
0,099Y6B,88.060821.001,88-090821-1-1,Классик,Нет,Нет,24.9,4500,1700,36,36,40,1,бе,нв,1,р,б,19,1,0,с,п,р,76,у,Нет,Нет,Нет,2,0,357.44,357.44,85.82,85.82,р,35.36,1000,дф,736.46,874.4,736.46,Нет,88000,06.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1700,Нет,Нет,76,
0,096105,92.060821.001,92-060821-1-3,Престиж,Да,Нет,24.9,1089,1089,36,36,48,2,бе,нв,1,с,б,27,0,0,с,п,пр,10,т,Нет,Нет,Нет,0,0,440.69,440.69,341.88,341.88,р,20.05,805.73,ду,678.79,1120.1,805.73,Нет,92000,06.08.2021,,зн,704,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1089,Нет,Нет,10,
0,091FR1,95.060821.075,95-090821-1-1,Классик,Нет,Нет,24.9,2555,2555,36,36,32,1,бе,нв,2,и,р,0,3,1,в,п,с,10,т,Нет,Нет,Нет,1,0,1225.07,1225.07,1171.75,1171.75,р,18.63,2274,дф,2255.8,1120.1,2255.8,Нет,95000,06.08.2021,,зн,550,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,2555,Нет,Нет,10,
0,0990RY,98.060821.002,98-120821-1-1,Классик,Нет,Нет,24.9,10000,5000,36,36,21,1,бе,за,1,р,н,0,0,0,сс,п,р,13,пп,Нет,Нет,Нет,0,12,1284.96,1284.96,986.15,986.15,р,18.61,1600,дф,1301.19,1290.3,1301.19,Нет,98000,11.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,5000,Нет,Нет,14,
0,239868,69.070821.001,69-090821-1-1,Престиж,Нет,Нет,24.9,8000,5700,36,36,54,2,бе,нв,1,с,б,33,0,0,с,п,с,160,пп,Нет,Нет,Нет,0,0,677.96,677.96,563.29,563.29,р,39.8,1000,дз,1176.44,1290.3,1000,Нет,69000,09.08.2021,,дк,627,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,5700,Нет,Нет,84,
0,099ZR2,75.070821.001,75-090821-1-1,Классик,Нет,Нет,24.9,18000,18000,36,36,35,2,бе,нв,1,о,б,12,2,0,в,п,п,86,пн,Нет,Нет,Нет,0,1,3592.26,3592.26,3337.82,3337.82,и,38.35,5022.34,дз,0,0,5022.34,Нет,75000,09.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,18000,Нет,Нет,12,
0,470355,52.090821.002,52-100821-1-1,Премиум,Да,Нет,24.9,13000,12800,36,36,53,2,бе,нв,1,с,в,0,0,0,в,п,с,81,б,Нет,Нет,Нет,0,0,1732.85,1732.85,1721.85,1721.85,р,39.65,2347.89,дз,1987.64,1897.6,2347.89,Нет,52000,09.08.2021,,сб,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,12800,Нет,Нет,81,
0,099ZMV,53.090821.001,53-090821-1-1,Классик,Нет,Нет,24.9,4000,4000,36,36,34,2,бе,нв,1,р,н,0,2,0,в,п,с,48,пп,Нет,Нет,Нет,0,0,317.28,317.28,317.28,317.28,р,20.45,947.36,дз,0,1290.3,947.36,Нет,53000,09.08.2021,,зн,914,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,4000,Нет,Нет,48,
1,099ZMD,54.090821.004,54-090821-1-1,Классик,Нет,Нет,24.9,1355,1355,36,36,39,1,бе,за,1,р,б,14,2,0,в,п,с,5,у,Нет,Нет,Нет,0,0,969.92,969.92,969.92,969.92,р,4.1,1600,дз,1813.86,874.4,1600,Нет,54000,09.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1355,Нет,Нет,4,
0,099ZW4,55.090821.003,55-100821-1-2,Классик,Нет,Нет,24.9,5070,5070,36,36,33,1,бе,за,1,с,б,3,1,0,сс,п,с,68,пп,Нет,Нет,Нет,0,0,944.44,944.44,1254.44,1254.44,р,18.76,1500,дф,1823.46,1290.3,1823.46,Нет,55000,09.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,5070,Нет,Нет,67,
0,098Z24,55.090821.004,55-160821-1-2,Классик,Нет,Нет,24.9,7070,7070,36,36,40,1,бе,но,1,с,р,0,1,0,в,п,пр,59,пп,Нет,Нет,Нет,0,2,1027.44,1027.44,1027.44,1027.44,р,22.83,1500,дз,1541.29,1290.3,1500,Нет,55000,10.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,7070,Нет,Нет,59,
0,099Z5D,55.090821.005,55-100821-1-8,Классик,Нет,Нет,24.9,5070,5070,36,36,35,2,бе,нв,1,с,б,8,1,0,в,п,пр,4,т,Нет,Нет,Нет,0,0,834.96,834.96,347.02,347.02,р,33.85,1200,дф,867.81,1120.1,867.81,Нет,55000,10.08.2021,,и,994,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,5070,Нет,Нет,5,
0,099ZQC,56.090821.003,56-090821-1-2,Классик,Нет,Нет,24.9,1375,1375,12,12,28,1,бе,за,1,р,н,0,0,0,сс,п,с,52,т,Нет,Нет,Нет,0,0,2184.96,2184.96,2093.45,2093.45,р,5.93,2500,дф,2408.49,1120.1,2408.49,Нет,56000,09.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,12,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1375,Нет,Нет,22,
0,781373,57.090821.003,57-090821-1-4,Классик,Нет,Нет,24.9,5000,5000,36,36,55,2,бе,нв,1,с,р,0,0,0,в,п,пр,159,пп,Да,Нет,Нет,0,0,602.96,602.96,660.12,660.12,р,31.6,1088,дф,1071.62,1290.3,1071.62,Нет,57000,09.08.2021,,и,991,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,5000,Нет,Нет,190,
0,521251,65.090821.003,65-090821-1-1,Престиж,Да,Нет,24.9,4000,3600,36,36,38,2,бе,нв,2,р,в,0,2,0,сс,п,р,94,пп,Нет,Нет,Нет,0,0,209.07,209.07,174.96,174.96,р,39.77,1047.15,ду,1055.48,1290.3,1047.15,Нет,65000,09.08.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,3600,Нет,Нет,94,
0,509669,65.090821.004,65-090821-1-2,Престиж,Нет,Нет,24.9,5000,5000,36,36,52,1,бе,нв,1,с,н,0,0,0,с,п,п,16,у,Да,Нет,Нет,0,0,3529.96,3529.96,3514.92,3514.92,и,10.17,4025,р,218.97,0,3993.97,Нет,65000,09.08.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,5000,Нет,Нет,121,
0,158395,66.090821.005,66-090821-1-2,Классик,Нет,Нет,24.9,10210,10210,36,36,24,1,бе,ос,1,р,н,0,0,0,сс,п,р,4,бу,Нет,Нет,Нет,0,2,961.05,961.05,961.05,961.05,р,38.75,1276.09,дз,1288.12,1388,1276.09,Нет,66000,09.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,10210,Нет,Нет,4,
0,684233,69.090821.002,69-100821-1-1,Классик,Нет,Нет,24.9,2500,2500,36,36,54,1,бе,нв,1,с,б,33,0,0,сс,п,р,185,бу,Нет,Нет,Нет,0,0,584.96,584.96,584.96,584.96,р,13.46,900,дз,916.5,1388,900,Нет,69000,09.08.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,2500,Нет,Нет,145,
0,099ZN4,69.090821.003,69-090821-1-2,Классик,Нет,Нет,24.9,5000,5000,36,36,29,1,бе,за,1,с,б,1,2,1,сс,п,р,72,сх,Нет,Нет,Нет,0,1,269.92,269.92,719.64,719.64,р,22.85,950,дф,1435.28,919.2,1435.28,Нет,69000,09.08.2021,,зн,438,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,5000,Нет,Нет,52,
0,549211,75.090821.003,75-090821-1-2,Премиум,Да,Нет,24.9,2000,2000,36,36,48,1,бе,ос,1,с,б,2,2,0,в,п,с,72,пп,Нет,Нет,Нет,0,1,2959.92,2959.92,3404.81,3404.81,п,25.81,4000,ду,1204.72,1290.3,5307.96,Нет,75000,09.08.2021,,и,775,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,2000,Нет,Нет,72,
0,0902ZA,75.090821.004,75-100821-1-1,Престиж,Да,Нет,24.9,10700,10700,36,36,33,2,бе,нв,1,с,б,10,1,0,в,п,р,27,пп,Нет,Нет,Нет,0,0,1237.44,1237.44,1239.5,1239.5,р,38.12,1930,ду,1575.47,1290.3,1929.31,Нет,75000,09.08.2021,,дк,764,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,10700,Нет,Нет,27,
0,094RCM,76.090821.001,76-090821-1-1,Престиж,Нет,Нет,24.9,10000,9500,36,36,39,2,бе,нв,1,с,б,17,0,0,в,п,с,167,у,Нет,Нет,Нет,0,1,1290.21,1290.21,1163.33,1163.33,р,39.43,1800,дф,1681.17,874.4,1681.17,Нет,76000,09.08.2021,,сб,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,9500,Нет,Нет,168,
0,099ZVD,77.090821.001,77-100821-1-3,Классик,Нет,Нет,24.9,6500,6500,36,36,59,1,бе,за,1,с,б,31,0,0,в,п,пр,37,пн,Нет,Нет,Нет,0,1,1585.11,1585.11,1585.11,1585.11,р,33.45,2382.06,дз,2363.27,1611.1,2382.06,Нет,77000,09.08.2021,,и,881,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,6500,Нет,Нет,37,
0,0942YV,79.090821.001,79-100821-1-3,Премиум,Да,Нет,24.9,1039,1039,2,2,46,1,ро,нв,1,р,н,0,0,0,сс,п,р,15,бу,Нет,Нет,Нет,0,1,3184.96,3184.96,3185.62,3185.62,р,15.49,3500,ду,3500.66,1388,3500.66,Нет,79000,09.08.2021,,зп,171,Нет,Нет,Нет,Нет,24.9,,2,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1039,Нет,Нет,11,
0,096VUT,83.090821.001,83-100821-1-2,Престиж,Да,Да,24.9,8000,8000,36,36,30,1,бе,ос,2,р,б,1,0,0,сс,п,р,10,т,Нет,Нет,Нет,0,2,945.96,945.96,946.25,946.25,р,33.36,1311,ду,1398.29,1120.1,1311.29,Нет,83000,09.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,8000,Нет,Нет,10,
0,099ZM1,86.090821.001,86-090821-1-1,Классик,Нет,Нет,24.9,1000,1000,36,36,58,2,бе,нв,1,с,н,0,0,0,в,п,с,95,о,Нет,Нет,Нет,0,0,638.28,638.28,640.44,640.44,р,25.62,1229.32,р,690.04,866.6,1219.36,Нет,86000,09.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1000,Нет,Нет,89,
0,093UHC,91.090821.001,91-090821-1-1,Классик,Нет,Нет,24.9,4400,4400,36,36,27,1,бе,нв,1,о,б,2,1,0,сс,п,р,9,пп,Нет,Нет,Нет,0,6,517.44,517.44,467.82,467.82,р,31.39,1060,дф,1059.65,1290.3,1059.65,Нет,91000,09.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,4400,Нет,Нет,7,
0,456416,92.090821.001,92-090821-1-1,Классик,Нет,Нет,24.9,10040,9500,36,36,34,1,бе,нв,1,с,б,12,2,0,сс,п,р,31,бу,Нет,Нет,Нет,0,2,588.53,588.53,528.33,528.33,р,39.72,1218.61,р,1140.22,1388,1158.41,Нет,92000,09.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,9500,Нет,Нет,20,
0,097S8N,95.090821.112,95-100821-1-1,Классик,Нет,Нет,24.9,1920,1920,12,12,21,1,бе,от,2,р,н,0,0,0,с,п,р,3,пп,Нет,Нет,Нет,1,0,384.96,384.96,263.04,263.04,р,34.47,700,дф,578.08,1290.3,578.08,Нет,95000,09.08.2021,,и,375,Нет,Нет,Нет,Нет,24.9,,12,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1920,Нет,Нет,3,
0,096SZ1,01.100821.001,50-100821-1-1,Премиум,Да,Нет,24.9,16039,16039,36,36,50,1,бе,нв,1,с,б,27,0,0,в,п,с,135,у,Нет,Нет,Нет,0,9,25904.96,25904.96,2237.01,2237.01,р,30.44,26220,ду,2522.47,874.4,2552.05,Нет,50000,10.08.2021,,и,851,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,16039,Нет,Нет,121,
0,295957,50.100821.001,50-160821-1-1,Престиж,Нет,Нет,24.9,12000,10500,36,36,55,2,бе,нв,1,р,б,30,0,0,в,п,зр,232,гу,Нет,Нет,Нет,0,0,930.96,930.96,1390.15,1390.15,р,38.87,1500,дф,1957.52,1250.9,1957.52,Нет,50000,10.08.2021,,и,898,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,10500,Нет,Нет,223,
0,09828K,51.100821.001,51-100821-1-1,Престиж,Нет,Нет,24.9,2600,2600,36,36,35,1,бе,за,1,р,н,0,0,0,с,п,р,10,пп,Нет,Да,Нет,0,1,786.96,786.96,673.12,673.12,р,38.68,1520,дф,1406.23,1290.3,1406.23,Нет,51000,10.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,2600,Нет,Нет,10,
0,099Z2B,51.100821.002,51-110821-1-1,Классик,Нет,Нет,24.9,11000,5000,36,36,25,1,мо,нв,1,г,б,3,1,0,сс,п,с,75,сх,Нет,Нет,Нет,0,0,1059.44,1059.44,803.04,803.04,р,18.98,1532,р,0,919.2,1275.6,Нет,51000,11.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,5000,Нет,Нет,,
0,561513,52.100821.004,52-120821-1-1,Престиж,Нет,Нет,24.9,3000,3000,36,36,55,2,бе,нв,2,с,б,1,0,0,сс,п,с,456,пп,Нет,Нет,Нет,0,0,434.96,434.96,392.69,392.69,р,39.62,900,дф,931.45,1290.3,931.45,Нет,52000,10.08.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,3000,Нет,Нет,223,
0,721193,53.100821.001,53-100821-1-5,Престиж,Да,Нет,24.9,5800,5800,36,36,55,1,бе,за,2,с,б,23,0,0,сс,п,с,332,пп,Нет,Нет,Нет,0,1,445.32,445.32,445.32,445.32,р,36.94,760.36,ду,625.61,1290.3,760.36,Нет,53000,10.08.2021,,дк,987,Нет,Нет,Нет,Нет,0,24.9,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,5800,Нет,Нет,247,
0,797374,53.100821.002,53-100821-1-6,Престиж,Да,Нет,24.9,2000,1200,36,36,43,2,бе,нв,1,с,б,23,1,0,в,п,с,104,о,Нет,Нет,Нет,0,0,145.5,145.5,59.21,59.21,р,34.94,728.06,ду,729.32,866.6,728.06,Нет,53000,10.08.2021,,дк,991,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1200,Нет,Нет,74,
0,346583,54.100821.002,54-100821-1-1,Престиж,Нет,Нет,24.9,2560,2560,36,36,41,1,бе,за,1,с,н,0,0,0,сс,п,с,78,сх,Нет,Нет,Нет,0,1,584.96,584.96,595.82,595.82,р,34.43,1200,дз,1264.79,919.2,1200,Нет,54000,10.08.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,2560,Нет,Нет,33,
0,091M7J,54.100821.005,54-200821-1-4,Престиж,Нет,Нет,24.9,10000,5000,36,24,44,1,ли,за,1,с,б,13,0,0,в,п,п,39,у,Нет,Нет,Нет,0,0,4202.28,4202.28,4202.28,4202.28,и,6.89,4755.07,дз,0,0,4755.07,Нет,54000,10.08.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,5000,Нет,Нет,,
0,546938,54.100821.007,54-100821-1-2,Престиж,Да,Нет,24.9,3000,3000,36,36,29,2,бе,нв,1,с,б,4,1,0,сс,п,с,113,пп,Нет,Нет,Нет,0,3,394.44,394.44,236.84,236.84,р,34.94,867,дз,849.54,1290.3,867,Нет,54000,10.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,3000,Нет,Нет,105,
0,099WGG,55.100821.001,55-100821-1-3,Классик,Нет,Нет,24.9,9900,9600,36,36,46,2,бе,нв,1,а,н,0,1,0,с,п,р,10,пп,Нет,Нет,Нет,0,0,849.57,849.57,843.07,843.07,р,39.33,1402.13,дз,1516.65,1290.3,1402.13,Нет,55000,10.08.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,9600,Нет,Нет,10,
0,099Z87,55.100821.003,55-110821-1-1,Классик,Нет,Нет,24.9,1870,1870,36,36,63,1,бе,за,1,р,р,0,0,0,сс,п,нп,0,,Нет,Нет,Нет,1,0,106.69,106.69,204.29,204.29,н,20.26,537.73,дз,0,0,537.73,Нет,55000,10.08.2021,,и,682,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1870,Нет,Нет,,
0,099Z04,55.100821.004,55-100821-1-4,Классик,Нет,Нет,24.9,3270,1800,36,36,42,1,бе,нв,1,р,б,2,0,0,сс,п,р,3,пп,Нет,Нет,Нет,0,0,384.96,384.96,172.55,172.55,р,39.25,900,дф,659.16,1290.3,659.16,Нет,55000,10.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1800,Нет,Нет,3,
0,0990K3,55.100821.005,55-120821-1-1,Классик,Нет,Нет,24.9,1070,1070,36,36,55,1,бе,нв,1,с,б,33,0,0,сс,п,р,57,пп,Нет,Нет,Нет,0,0,334.96,334.96,319.51,319.51,р,35.06,900,дф,897.28,1290.3,897.28,Нет,55000,10.08.2021,,и,397,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1070,Нет,Нет,57,
0,211671,65.100821.002,65-100821-1-1,Классик,Нет,Нет,24.9,6300,4200,36,36,54,2,бе,нв,2,с,р,0,0,0,сс,п,с,103,пп,Нет,Нет,Нет,0,0,478.51,478.51,376.94,376.94,р,38.92,799.55,дз,700.44,1290.3,799.55,Нет,65000,10.08.2021,,сб,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,4200,Нет,Нет,103,
0,728205,66.100821.003,66-100821-1-3,Престиж,Да,Нет,24.9,1500,1500,36,36,52,2,бе,нв,1,с,б,14,0,0,в,п,с,335,б,Нет,Да,Нет,0,0,1363.31,1363.31,1737.96,1737.96,р,11.61,2240.35,ду,2256.61,1897.6,2240.35,Нет,66000,10.08.2021,,сб,,Нет,Нет,Нет,Нет,0,24.9,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1500,Нет,Нет,122,
0,773938,67.100821.001,67-100821-1-1,Премиум,Нет,Нет,24.9,11000,11000,36,36,39,1,бе,за,1,с,б,17,2,0,сс,п,п,26,у,Нет,Нет,Нет,0,4,16419.49,16419.49,16419.49,16419.49,и,3.12,17049.57,дз,0,0,17049.57,Нет,67000,10.08.2021,,дк,852,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,11000,Нет,Нет,106,
0,222687,71.100821.003,71-110821-1-1,Престиж,Нет,Нет,24.9,1000,1000,36,36,29,2,бе,нв,1,р,н,0,0,0,сс,п,р,102,пп,Нет,Нет,Нет,0,0,138.82,138.82,233.56,233.56,р,33.41,650,дф,751.17,1290.3,751.17,Нет,71000,10.08.2021,,дк,430,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,1000,Нет,Нет,102,
1,0990AH,74.100821.002,74-110821-1-1,Классик,Нет,Нет,24.9,16800,15000,36,36,24,2,бе,нв,1,р,н,0,0,0,сс,п,с,48,зо,Нет,Нет,Нет,0,0,3184.96,3184.96,3184.96,3184.96,р,20.76,3500,дз,4007.24,1094.2,3500,Нет,74000,10.08.2021,,и,855,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,15000,Нет,Нет,48,
0,0969SC,76.100821.001,76-100821-1-2,Престиж,Да,Нет,24.9,5000,4500,36,36,26,1,бе,за,1,р,б,1,0,0,сс,п,р,9,у,Нет,Нет,Нет,0,2,394.96,394.96,271.34,271.34,р,37.17,710,ду,642.13,874.4,586.38,Нет,76000,10.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,4500,Нет,Нет,9,
0,099Z0R,78.100821.001,78-100821-1-2,Классик,Нет,Нет,24.9,12180,12180,36,36,61,1,бе,за,1,с,б,39,0,0,с,п,с,171,у,Нет,Нет,Нет,0,0,1474.14,1474.14,1681.14,1681.14,р,29.55,1996.18,дз,1138.57,874.4,1996.18,Нет,78000,10.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,12180,Нет,Нет,171,
0,0920TE,78.100821.002,78-100821-1-1,Престиж,Да,Нет,24.9,6000,3000,36,36,48,2,бе,нв,1,о,р,0,0,0,сс,п,р,186,пп,Да,Нет,Нет,0,0,894.96,894.96,655.2,655.2,р,38.5,1500,дф,1341.49,1290.3,1341.49,Нет,78000,10.08.2021,,дк,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,3000,Нет,Нет,186,
0,418017,79.100821.001,79-100821-1-1,Премиум,Да,Нет,24.9,8200,5500,36,36,31,2,бе,нв,2,р,н,0,2,0,сс,п,с,137,пп,Нет,Нет,Нет,0,0,668.92,668.92,562.71,562.71,р,39.06,1500,ду,0,1290.3,1520.1,Нет,79000,10.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,5500,Нет,Нет,137,
0,099Z05,79.100821.003,79-100821-1-2,Классик,Нет,Нет,24.9,3039,3039,36,36,31,1,бе,нв,1,р,н,0,2,1,сс,п,с,5,т,Нет,Нет,Нет,2,3,919.92,919.92,790.57,790.57,р,16.42,1700,дф,1523.62,1120.1,1523.62,Нет,79000,10.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,3039,Нет,Нет,5,
0,0984BO,79.100821.004,79-130821-1-1,Премиум,Да,Нет,24.9,2500,2500,36,36,32,1,бе,нв,1,о,р,0,1,0,сс,п,с,5,бу,Нет,Нет,Нет,0,1,2422.44,2422.44,2422.44,2422.44,р,4.18,2895,дз,2100,1388,2895,Нет,79000,10.08.2021,,зп,687,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,2500,Нет,Нет,4,
0,502404,83.100821.003,83-100821-1-3,Премиум,Да,Нет,24.9,11500,11500,36,36,52,1,бе,за,2,с,б,27,1,0,в,п,пр,179,т,Нет,Нет,Нет,0,1,3654.45,3654.45,3194.64,3194.64,р,28.96,4500,ду,4374.96,1120.1,4378,Нет,83000,10.08.2021,,и,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,11500,Нет,Нет,178,
0,456935,84.100821.001,84-120821-1-1,Классик,Нет,Нет,24.9,8570,8570,36,36,51,2,бе,нв,1,с,в,0,0,0,в,п,с,358,у,Нет,Нет,Нет,0,0,1025.92,1025.92,1026.18,1026.18,р,32.96,1381.46,дз,1388.41,874.4,1381.46,Нет,84000,10.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,8570,Нет,Нет,223,
1,099ZYC,91.100821.001,91-100821-1-1,Классик,Нет,Нет,24.9,4000,3000,36,36,47,1,бе,за,1,с,н,0,0,0,сс,п,р,242,сх,Нет,Нет,Нет,0,1,334.96,334.96,419.25,419.25,р,38.11,650,дф,951.64,919.2,951.64,Нет,91000,10.08.2021,,зн,,Нет,Нет,Нет,Нет,24.9,,36,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,Нет,3000,Нет,Нет,49,
